text,label
我现在想办理手机实名制,name_apply
就是说实名登记的吗,name_apply
实名登记后，发现自己手机号不是自己的名字,name_apply
网上实名制登记吗,name_apply
我不是实名登记，可以在手机上面实名登记吗,name_apply
不是本人操作的实名登记,name_apply
怎样微信实名登记,name_apply
手机客户端可以进行实名认证吗,name_apply
手机上可以实名认证,name_apply
如何办理实名制,name_apply
手机营业厅可以实名认证吗,name_apply
怎么才能实名认证,name_apply
如何自己实名认证呢？,name_apply
实名登记  名字弄错了,name_apply
异地办理实名制登记方法,name_apply
石家庄的号码能在张家口办理实名制吗,name_apply
全球通办理必须实名制吗,name_apply
实名登记后，怎样设置手机六位数密码,name_apply
怎样登记实名制,name_apply
刚才给我打电话了，又让我自己办理实名制,name_apply
怎么进行手机实名登记,name_apply
我可以在外地办理实名制吗？,name_apply
那会影响到以后实名的那个人吗？就是怕以后会被加黑名单还是,name_apply
我想办理实名认证,name_apply
到营业厅办理实名制登记，被告知只能办理过户的原因,name_apply
我的微信怎么实名认证,name_apply
邯郸卡在石家庄怎么实名认证,name_apply
办理网站实名登记的步骤,name_apply
怎么实名？,name_apply
使用护照实名登记的适用范围,name_apply
是这样的  我三年前实名办理了一个手机卡,name_apply
能不能申请复机一天，我在网上实名,name_apply
实名制登记只能到柜台上办理吗,name_apply
那我现在怎么才可以实名制,name_apply
打10086人工服务可以实名认证吗,name_apply
请问如果实名登记的身份证号错了，怎么办,name_apply
手机号如何实名认证,name_apply
手机号码实名制办理,name_apply
实名登记。服务秘密是多少,name_apply
后付费（实名制）单位客户长期国际漫游办理规则,name_apply
怎么实名登记？,name_apply
吉祥号码办理实名制,name_apply
实名制登记渠道,name_apply
我要实名登记,name_apply
怎样进行实名登记,name_apply
13:09:36 可是我之前手机卡就是实名办理的,name_apply
怎么去办实名,name_apply
办理过实名认证！但是是用陌生人的身份证办理的,name_apply
可以实名认证吗？,name_apply
实名登记,name_apply
我手机号实名登记不是我的，怎么换过来,name_apply
那我办理要出示主卡实名认证的身份证吗,name_apply
问下怎样实名制,name_apply
我的手机号未实名登记吗,name_apply
不是已经实名登记了么,name_apply
实名认证怎么迅速办理,name_apply
我是石家庄的号码，办理实名认证,name_apply
实名制怎么办理啊,name_apply
网上营业厅怎么实名认证,name_apply
在网上自己可以实名认证不,name_apply
请问这里怎么实名登记啊,name_apply
我在异地可以实名制吗,name_apply
我的手机怎么办理实名制,name_apply
我人在外地我的卡可以在外地进行实名登记么,name_apply
手机卡实名制必须本人办理吗,name_apply
个人普通号码营业厅实名制登记方法,name_apply
我人在外地可以在外地的营业厅办理实名吗,name_apply
怎么办理实名制？,name_apply
我好像是实名登记过了,name_apply
你好，怎样进行实名制登记,name_apply
办理实名认证,name_apply
那我可以自己实名吗,name_apply
怎么实名登记,name_apply
我是实名登记的,name_apply
非实名登记客户正确的销号方法,name_apply
公司户头，实名制是我的名字身份证办理,name_apply
可以实名登记吗,name_apply
如果我的卡还是我爸的实名认证 然后我办理这个副卡的实名认证可以是我的吗,name_apply
卡都在营业厅新办的实名制了,name_apply
我怎么不是实名制了,name_apply
如何实名制在手机上,name_apply
怎么样进行实名认证,name_apply
办理实名制,name_apply
实名制登记的生效时间,name_apply
在营业厅已经办理实名制了,name_apply
怎么实名登记手机号,name_apply
网上办理实名制,name_apply
那办理后的号码实名是他的名字，还是我的名字？,name_apply
在哪里办实名？,name_apply
你好在网上能实名制登记吗,name_apply
你好，请问达州的卡可以在成都实名登记吗,name_apply
集团客户办理实名制,name_apply
怎样进行实名认证,name_apply
请问怎么实名认证？,name_apply
请问老神州行卡能办理实名制吗,name_apply
实名制呗，咋办理,name_apply
在哪里办理手机实名认证,name_apply
我想办理实名,name_apply
中国移动手机卡能在微信里实名登记设置服务密码吗?,name_apply
怎么办理实名制呀,name_apply
号码换实名登记,name_apply
可以在线实名登记吗？,name_apply
我不知道怎么开通微信实名制,name_apply
哪个10086客户端可以办理实名登记,name_apply
实名认证怎么办理呢，,name_apply
怎么实名认证？,name_apply
如何办理实名制登记,name_apply
我这个号码办理时用的是实名制吗,name_apply
我想查一下用实名制办过的电话号码,name_apply
我已经通过了实名制登记了,name_apply
网上怎么实名认证,name_apply
我用自己身份证办的卡还想让我怎么实名制,name_apply
10086发短信，让我办实名,name_apply
你好，我办理实名登记一直未成功,name_apply
实名登记的服务密码是多少,name_apply
外省也能实名登记么,name_apply
广西移动10086微信厅实名制登记办理方法,name_apply
你们的客服除了让我继续自己办理实名制还会说别的吗,name_apply
在网厅怎样实名认证,name_apply
我想在本机办理其它号码实名制怎办,name_apply
我想办理实名制,name_apply
如何办理实名登记?,name_apply
实名质在网上能办理不,name_apply
微信不是也可以实名登记吗？,name_apply
怎么实名啊,name_apply
可以线上实名登记吗,name_apply
营业厅进行实名制登记办理手续,name_apply
外地可以办理实名制么,name_apply
但这里面不是有个实名认证办理吗，？,name_apply
如何开通实名认证,name_apply
实名 登记,name_apply
如何办理实名认证,name_apply
未实名登记暂停部分通信功能及实名认证的法律依据,name_apply
实名制办的卡会少你们的钱啊,name_apply
我自己身份证办的卡还想让我咋实名制啊,name_apply
我这号码是谁实名登记的,name_apply
怎么办理实名制啊,name_apply
实名登记与身份信息证件确认的区别,name_apply
怎样实名制,name_apply
我这个卡是我爸的 给我了 然后我想绑到我的名下怎么实名,name_apply
如何进行实名制登记,name_apply
可以把实名登记换一个么,name_apply
关于实名登记怎么回事啊,name_apply
在这上边可以实名制吗？,name_apply
请问帮别人补办实名制可以吗,name_apply
在微信可以实名制吗,name_apply
办实名制登记,name_apply
我是实名登记的用户吗？,name_apply
怎么进行实名认证,name_apply
你们这上面 能不能直接实名登记？,name_apply
网上也实名登记了,name_apply
中国移动10086微信公众号怎么实名制,name_apply
贵州用户怎样进行实名认证,name_apply
我要办理实名登记,name_apply
我的手机卡是承德的卡在河北任何地方都能办理实名认证么？,name_apply
实名登记可以换吗？,name_apply
登记信息错误的实名，可更改不,name_apply
17:45:09 ￼山东省菏泽市的移动号码在外地怎么办理实名认证,name_apply
未办理实名登记的后果,name_apply
中国移动手机卡能在微信里实名登记吗,name_apply
我想在网上办理实名登记。,name_apply
可是我之前手机卡就是实名办理的,name_apply
在网上能不能实名登记,name_apply
我的手机号码昨天已经成功办理了实名认证，今天还是停机了，怎么回事？,name_apply
怎样进行实名制登记？,name_apply
怎样办实名制,name_apply
可以实名认证多少卡,name_apply
实名登记吗？,name_apply
办理手机实名认证,name_apply
微信可不可以办实名制,name_apply
旗舰店办理实名登记流程,name_apply
丰台小屯路能办理实名认证吗,name_apply
前期已登记名字，现仍未实名,name_apply
我办实名制了,name_apply
手机上可以实名制吗,name_apply
打了，说是办理实名业务后，就可以恢复短信功能了,name_apply
怎么实名认真,name_apply
号码三个月不用了实名制会自动失效吗,name_expired_time
实名登记失效,name_expired_time
实名制会自动失效吗,name_expired_time
我的实名制为什么会失效,name_expired_time
实名制的有效期,name_expired_time
单位普通号码实名制登记有效证件介绍,name_expired_time
实名制会失效吗,name_expired_time
实名制的有效期介绍,name_expired_time
实名制是否会失效,name_expired_time
身份证过期实名制失效吗,name_expired_time
实名认证，身份证过期，无法激活,name_expired_time
实名登记是什么意思,name_need
准实名什么意思,name_need
手机必须得实名认证吗,name_need
实名制什么意思,name_need
非实名是什么意思,name_need
实名登记是什么意思？,name_need
实名认证  不是得使这个嘛,name_need
实名制的电话卡不用了，需要到营业厅办理吗？,name_need
怎么回事呢，是得重新去实名登记吗,name_need
什么情况下需要实名登记,name_need
实名认证什么意思,name_need
请问我这张卡需要重新实名登记吗,name_need
实名制是什么意思,name_need
我的这卡需要实名制补录吗,name_need
我用的媳妇身份证办的卡，需要实名制登记吗,name_need
18833347771需要实名制吗,name_need
就是需要实名制补录对吗,name_need
今天我充了三次三十元的话费怎么才到了两个三十元还有三十元没到账是怎么回事么,noaccount
为什么专预存余额还没有到账,noaccount
充话费未到账的原因,noaccount
4月份才交费100元话费怎么又通知我欠费的▽,noaccount
我充话费不到账,noaccount
今天是不是网络慢，怎么我交的话费还没到,noaccount
冲了话费怎么还没到账,noaccount
昨晚上充的五十元怎么没到账,noaccount
7号刚冲完100话费，今天怎么又收到欠费提醒？,noaccount
我想问交完手机费为什么没有到账,noaccount
我的卡前一天刚交话费第二天停机怎么回事,noaccount
我重话费还没到账是怎么回事,noaccount
亲，你好，我的18272331437我交费了30怎么还说欠费,noaccount
我刚交了六十块钱的话费什么还欠四十多块呢？,noaccount
早上冲的显示充值成功了到现在也没到帐,noaccount
对的，至今没有到账,noaccount
如果不到账那怎么办,noaccount
卡不能用了，怎么才能找回刚交的话费,noaccount
我充话费还没到账？,noaccount
我刚才交话费还没到帐,noaccount
缴费了怎么还不到账,noaccount
如果不到账呢,noaccount
我问的是为什么我昨天在微信公众号充值不到账,noaccount
赠送话费有没有到账,noaccount
我交的话费咋没到账？,noaccount
本机参与返还的话费怎么没有到帐,noaccount
返现为什么没到账,noaccount
充值了没到账,noaccount
刚交了六十的话费又欠费五十一,noaccount
我一个用了十年的老客户，欠了你们几十块钱后马上充了二百，就是不给恢复,noaccount
你好，我刚用QQ充值的话费，过了十分钟为什么还没到账,noaccount
今天十一点多我充了50话费怎么没到账,noaccount
在你们官方旗舰店充值，打着标语快速到账，结果一上午都没到账,noaccount
每月返还 4月1日未到账,noaccount
我QQ上交了10元咋没到账呢,noaccount
我刚给183 9256 7923交了话费，还停机,noaccount
为什么我充了话费却两天了都不到账呢,noaccount
昨天晚上冲的话费现在还没有到账呀？,noaccount
不是说欠费57元吗为什么我刚刚交了100元还欠15元了,noaccount
我充的话费还没有到账,noaccount
我充了个话费为什么还没到,noaccount
我在手机营业厅交话费，半个小时没到帐？,noaccount
为什么我交了话费反而欠费金额变多了,noaccount
号码已停机，返还给其他号码的钱，为什么还没有到帐,noaccount
话费一直没到账,noaccount
我手机交多少不停机,noaccount
手机欠费停机不用了，不缴费对以后银行信用有没有影响,noaccount
前一天刚缴费三十  第二天晚上就又欠了三十,noaccount
我冲的怎么不能充了,noaccount
在淘宝缴费了现在还没到账,noaccount
我那会儿用qq充值了50元为啥没到帐啊,noaccount
我的掌上营业厅为什么不能交话费了？,noaccount
刚充了话费怎么还是停机状态,noaccount
怎么我昨晚才交话费 今天又欠一百多囖,noaccount
话费充值了半天不到帐，,noaccount
昨天交了30元，今天就余额不足，什么原因,noaccount
为什么我刚交了话费打电话打出去打不通说我欠费？,noaccount
充了活费还没钱呢,noaccount
为什么我冲的话费一天还没有到,noaccount
昨天收到消息，欠费82 73元，立即交费100、,noaccount
之前欠费我已经充值了，为什么手机还是不能正常使用,noaccount
我这个月交话费了怎么还是欠费,noaccount
为什么我手机不能话费充游戏币？,noaccount
我刚在网上充话费怎么还没到账为,noaccount
已交费怎么不能开机,noaccount
我交了话费没到账,noaccount
你好，我4月1号有笔返还的话费20元现在还没有到账，可以帮你查询一下吗？,noaccount
刚通过淘宝充过话费，为什么没有充上,noaccount
交了费不能直接打么,noaccount
我有一笔交费，为什么没到账,noaccount
今天我10点多交的100元手机费现在还没到账   后来又交了50  那50元到账了,noaccount
分月返还没到账,noaccount
问一下为什么我明明只欠费12.5元我充了20话费,noaccount
您好我没有就提现了但是到现在没到账,noaccount
你好，我昨天欠我22元交了30元话费，余额是7元多，今天怎么又欠费22元多，这是怎样回事。,noaccount
我给别人手机交话费怎么没到账,noaccount
昨天交了20元话费还没到账？,noaccount
我刚充100元话费怎么还没到帐呢？,noaccount
欠费56 充70怎么还剩2.4元！,noaccount
我昨天充的话费未到账,noaccount
我的充值还没到账吗,noaccount
本来是欠二百多，但交了3白多才给我开机，我想问我那钱去哪。,noaccount
我在3月15日在手机营业厅缴费50没到账,noaccount
刚刚缴费了1个钟了还没到账,noaccount
冲完话费怎么没有到账,noaccount
我交了三十话费没有到账,noaccount
充话费没到账,noaccount
我已经交了10话费，怎么还是停机,noaccount
欠费停机好久 还可以缴费吗,noaccount
怎么我刚才充的话费还没有到,noaccount
你好，我每个月1号返还话费，怎么还没到账,noaccount
话费没到账单我也发你们了你能看到不,noaccount
什么我充了话费都三四小时还没到账的，这是怎么回事,noaccount
刚刚交费了，但现在还在欠费？,noaccount
为什我冲了话费怎么还没有到呢？？,noaccount
为啥我充了100话费还说我欠费,noaccount
那现在在充值还会停机嘛,noaccount
没有收到充值短信,noaccount
专项预存话费未到账,noaccount
返还没有到账,noaccount
我昨天才充了50块钱，刚刚又充了30块，可我手机还是欠费怎么回事？,noaccount
您好，我的号码充了话费还是处于停机状态,noaccount
我昨晚充值10话费，什么都没有搞，今天就停机啦，你说是什么意思,noaccount
4月3号充的话费没到账,noaccount
显示欠费五十几，我跟我自己充了一百还有九十几，今天充的,noaccount
但是话费没到账,noaccount
欠费12块多，我充20块，还不够吗,noaccount
我想问，其他费用是什么费用？还有就是为什么每月返还款有信息来，但没有到帐呢,noaccount
我想问我怎么交了费还停机,noaccount
赠送话费没到账,noaccount
昨天冲的话费，现在还没有到账,noaccount
为什么交50元话费还没到账，你们公司怎么搞得？？？,noaccount
想问一下每个月都会返还的60块钱有没有到账,noaccount
我的话费券无法充值，详细情况看图片,noaccount
话费没有到账,noaccount
耳钉的一六年，在司机管家充的话费，8月15号8月17号哥冲一杯元，路径没有到账户如何处理呢。,noaccount
充值话费了没有到账,noaccount
话费不到帐,noaccount
我上午充的话费为什么还没有到,noaccount
那个我在中国移动10086昨天冲的话费今天怎么没到啊,noaccount
？我给15172883509充值的话费怎么还没到账单,noaccount
我己交费为何还无法拔号？,noaccount
我给别人交的话费，怎么查不到交易记录，那个号码还没收到缴费短信,noaccount
为何我冲了200元话费还没到账,noaccount
缴费了怎么还不能打电话,noaccount
2月份在签到大富翁中奖券怎么没到帐,noaccount
怎么充话费这么慢啊，40分钟还不到账,noaccount
我刚刚交了话费，怎么还显示欠费的？,noaccount
已交话费为什么还显示欠费,noaccount
我月初交的费怎么有欠了40多啊,noaccount
充值未到账怎么办,noaccount
为什么我冲话费没到账号,noaccount
我欠费60交了80，为什么余额只有7块？,noaccount
充了这么久话费怎么还没到,noaccount
充话费没到帐,noaccount
我今天充了100块钱话费怎么没有收到,noaccount
交的话费不到账，是什么情况？,noaccount
缴费后还提示欠费,noaccount
没有提醒，今天不能充话费呀。,noaccount
我在中午的时候用qq钱包冲了20元的话费  为什么现在没到账上？,noaccount
为什么我交话费钱是欠40多，交了后又欠40多呢,noaccount
从来没有到账过,noaccount
我昨天充话费，什么没到账呢？,noaccount
我今天也有缴费30元的，可是一直都没有到账,noaccount
话费充值后怎么还没到账,noaccount
我前天刚充了50元话费现在又不足10元是怎么回事？,noaccount
我昨天晚上冲了50怎么还是欠费那么多,noaccount
我话费一冲他就给我扣停机,noaccount
昨天缴费时我是欠费十一块多钱,noaccount
刚刚交的话费，卡里扣钱了没到账,noaccount
停机缴费,noaccount
我套餐88元实收话费44元。交了50元怎么还欠费？,noaccount
具体多少我不清楚 但应该有20吧 我前两天刚冲的50 去掉我欠费的33块多,noaccount
4月返还话费显示到账但并未到账,noaccount
冲了话费没到账,noaccount
我的校讯通话费已经兑现了，为什么还没到账？,noaccount
为什么我今天上午充值了话费现在余额又不足了,noaccount
当时说是欠费28，然后我交了 20,noaccount
为什么上个月欠费是61块，我刚交了70块还欠费5块多呢,noaccount
请问我今天下午给13955923532充的50元话费怎么没到帐呀？,noaccount
我充的话费怎么还没到？,noaccount
缴费没有到账,noaccount
永不停机交费介绍,noaccount
我的卡劵没到账,noaccount
充了十块钱为什么还没到,noaccount
早上充了20元话费，现在还没到帐是怎么回事,noaccount
分2次返的，头一次返5元，第2次返15元，怎么15元，还没到帐呀？,noaccount
4月2号帮18775927327交100块钱话费为什么没到账？,noaccount
当时就已经扣款了，已经过了24小时，可是还是没有到账,noaccount
给我交了50元的话费，到现在还没到账？？？,noaccount
昨天我给自己另一部手机交费了，怎么还无法使用？,noaccount
不会吧？提示欠费就去网上充值了,noaccount
充值没到帐,noaccount
我为别人在我的手机上冲了话费，为什么没到账,noaccount
1号充值咋到现在都没有到账,noaccount
我刚刚用qq充了10元话费，为何还没有到账？,noaccount
缴费完没有收到推送短信,noaccount
话费充值怎么还没到账,noaccount
昨天上午交的话费怎么还没到账,noaccount
可是没个月收到短信后，查看手机营业厅，没有到账哦,noaccount
我昨天晚上交了50元话费咋还欠费,noaccount
我用的是58元套餐，交60元，接到信息说欠费49元多,noaccount
今天才充130不可能还欠费,noaccount
可是我已经充值了呀 就是没到账,noaccount
我前天刚冲两百块，今天怎么就欠了,noaccount
朋友给我交了100话费，怎么没收到？,noaccount
刚刚为我的手机号充值了100元，为什么没有显示？,noaccount
手机号状态您帮我看下，一开始停机，然后交个100话费，就变空号了，18732541950,noaccount
为什么充的话费还没到,noaccount
刚往里边冲了100块钱话费，一开始就以为是停机呢,noaccount
我看那个没显示我以为没到账,noaccount
说好一次性给我返还一百的怎么还没有到帐,noaccount
妈的   刚交的手机费  又给我扣欠费   什么意思啊,noaccount
为什么我交了话费又会欠,noaccount
我想问一下我取消的咪咕4G服务扣掉的五元钱为啥还没到账,noaccount
刚交的话费怎么十分钟了还没到账,noaccount
怎么手机充了钱还不到帐,noaccount
小编，我的500M还没到账,noaccount
今天2点多的时候交费现在还不到账呢！,noaccount
在营业厅充的话费，24小时候都没到,noaccount
手机欠费不交,noaccount
为什么我交了话费却不到账,noaccount
充值为何没反应,noaccount
欠欠费一百多，过几天在冲可以吗,noaccount
充值三天未到账,noaccount
已经有充值成功的信息发到我手机上了，但是就是没到账,noaccount
签到的礼品一直没有到账,noaccount
为什么停机的手机充了话费，为什么还是没有信号。,noaccount
充了话费也没有收到信息哦,noaccount
已经缴费了怎么还是欠费？,noaccount
刚刚按显示欠的96.19元话费，交了100元，怎么还欠14.23元，坑人啊,noaccount
刚刚充的话费怎么还不到账,noaccount
去年冲50返50，我没有收到返50,noaccount
交不了费，说什么超双向停机,noaccount
我充话费好长时间都不到账,noaccount
我上月月底交的30元，到现在反到欠了15元,noaccount
网上交费却没到账,noaccount
我的手机能欠三十    交了二十没有任何反应啊,noaccount
10兆以前我还买的一个2G的，就因为没到账才试着又买的,noaccount
在吗，我昨天交的话费今天怎么还没到账,noaccount
为什么显示我充了话费，可是话费还没到账。,noaccount
也没有收到缴费短信,noaccount
缴费怎么还没到账,noaccount
我充的话费怎么还没到账,noaccount
上月返还没有到账,noaccount
用银行卡号充话费怎么还不到帐，艰,noaccount
我昨晚帮亲密充值10元怎么现在还没到帐,noaccount
怎么刚充的话费有欠费,noaccount
我这边没到账是什么情况,noaccount
我话费今天充值了，250元了，怎么还停机,noaccount
和我信金币不到账怎么办,noaccount
为什么我的返还了还没有到账,noaccount
我刚刚给一个朋友充话费，一直没到账，怎么回事,noaccount
怎么我2号充值的话费还没到帐呢,noaccount
我交了100元话费怎么还没到账啊,noaccount
我刚充100元话费怎么还没到帐呢,noaccount
我买的3g聊量怎么没有到账啊,noaccount
老长时间没用了，我交了70还欠费,noaccount
话费充值后不显示，也不能用,noaccount
我昨天五点多充的话费还没到账,noaccount
昨天我都充了话费，现在怎么又欠费,noaccount
请问一下干嘛我刚刚交了40块钱话费怎么还没到帐了,noaccount
是的，交过了怎么不到帐,noaccount
每月返还并没有到账为什么显示已到账,noaccount
为什么冲了100话费，没收到短信，也不能查询,noaccount
昨天充100元话费，今天又欠费，帮我细查一下，什么原因。,noaccount
我交的话费怎么还不到帐,noaccount
充值话费100元，为什么还显示我手机欠费,noaccount
我今天交了50怎么还是停机,noaccount
为什么我显示交了话费，还剩11元，还是显示停机,noaccount
欠费14元刚充了30怎么还发不了信息,noaccount
请问一下，下午那15元怎么没到帐,noaccount
刚交的话费还没到账，能否退回,noaccount
充的钱怎么没到帐,noaccount
昨晚充值20 未到账,noaccount
但是没到账,noaccount
我给别人交的手机费，为什么没有到账,noaccount
还有几块钱没有到账呢,noaccount
我早上帮18756953968的用户交的400元话费怎么还没到账,noaccount
我家里明明有网络却无法充值,noaccount
我刚刚交了100元话费，怎么没收到短信？,noaccount
刚刚充的话费没有到账,noaccount
我明明交了话费，为什么没到账,noaccount
为什么我交了话费，到现在还没到账,noaccount
我想问一下我在微信公众号充值的卡券怎么还没到账啊？可以快点吗？,noaccount
话费充值了，干嘛那么久不到账[em_14],noaccount
我3月29号充了50元话费，4月2号就话费不足又充了50，这是怎么回事,noaccount
在手机营业厅缴费怎么到现在还不到帐,noaccount
我的话费充值未到账,noaccount
我充值的话费怎么还没到账,noaccount
请问，我给18286427452交的话费怎么还没到账呢？,noaccount
刚才提示我欠费34.41我交了50怎么又提示,noaccount
我手机充了怎么还欠,noaccount
那时候是欠费五十多块，那我昨晚不是充了吗？,noaccount
你好我上午充了50元话费到13758954507到现在还没有到帐是怎么了,noaccount
然后又用手机银行交了40元话费也没到账呢,noaccount
我的话费都一周了 怎么还不到帐？,noaccount
11:41:14 怎么我冲了话费还没到账啊 11:41:15,noaccount
为什么刚冲的话费，还说欠费,noaccount
这个还没到账啊,noaccount
今早交费现在没到账是怎么回事呢,noaccount
为什么不能充王者荣耀点卷,noaccount
我刚刚充了65元的话费，怎么还没到账？,noaccount
为什么无法充值，提示我是服务器开小差，可是网络很正常呀。,noaccount
那会交的话费为什么现在还没有到账,noaccount
为什么我4号欠费42我交了50昨天有欠费,noaccount
收到缴费申请成功提醒短信，收到事业缴费单位延期欠费通知。,noaccount
我冲了话费怎么没到账,noaccount
怎么没有为什么今天交了话费然后现在显示的是欠费,noaccount
为什么我欠费67交了100还是欠费？,noaccount
没到账。,noaccount
刚才充值卡为朋友充值，他一直没有收到，可以查查那个电话号码吗,noaccount
我在开心刮刮乐里中了1g日包现在还没到账怎么回事？,noaccount
为什么我抽到的卡卷没到账,noaccount
14:28:05 我昨天充了100话费到今天还没有收到,noaccount
怎么这个月还没有到账？,noaccount
前几天我充了30元话费为啥没到账,noaccount
我刚充的话费怎么打电话还是停机的,noaccount
我昨晚给18394456030交了50元话费为什么到现在没到账,noaccount
我昨天充过话费了，为什么还是停机,noaccount
我给别人交的费 为什么没有到账？,noaccount
为什么没到帐？,noaccount
我开出了金币60兆，没到账,noaccount
我话费没到账,noaccount
这个月生效但还没有到账,noaccount
不是返还15块钱吗？怎么这个十五块钱还没到账,noaccount
为什么3月份抽到的话费怎么还没到帐呢？,noaccount
我今天交费显示余额有29元。为什么现在显示欠费,noaccount
那现在这张卡不还是我的嘛，我现在把欠的费用交了销号不行嘛,noaccount
我刚刚交费的结果告诉我现在又欠费什么意思啊,noaccount
为什么我中午交了50块现在还没到账？,noaccount
给别人充话费 怎么查询欠多少,noaccount
怎么我昨天交了话费。今天又欠了？,noaccount
QQ交了话费为什么我还是欠费,noaccount
要是没有到账可以退款吗？,noaccount
为甚麽我这个月初欠费那么多，我上个月月底才充了三十块现在还欠三十多块,noaccount
为什么充了钱还没到账,noaccount
我每个月都交50话费，为什么手机还是欠费的呢,noaccount
我话费已经交了，通过手机客户端看不欠费，怎么通过电脑看还是欠费,noaccount
我已经充了话费，怎么还是停机状态,noaccount
我刚交的50话费怎么没到账,noaccount
我昨天刚交费今天欠12.24元,noaccount
50元未到账,noaccount
电话交费未到账,noaccount
荷包怎么不能充通话时长了？,noaccount
在停机到充值恢复通讯,noaccount
昨天下午交的20元话费，怎么还欠费？,noaccount
我昨天在手机店冲的40话费怎么没到账,noaccount
我冲了话费怎么还有20没到账,noaccount
只充流量没到帐,noaccount
充了话费一直用不了,noaccount
为什么不能充值又把我手机关掉,noaccount
手机号交的也对  为什么我这就是显示不到账？,noaccount
手机明明欠了九块，打客服说欠了就是，冲了个话费，四五个小时手机开不了机，客服脑袋秀逗了吗,noaccount
为什么不能用网银充值的,noaccount
但是一直没有到账,noaccount
我今晚才交话费怎么又欠费那么多啊,noaccount
刚充了话费，还欠费，有病吧你,noaccount
没到账我,noaccount
我交的话费 怎么没到账,noaccount
我刚充40还是停机,noaccount
就充话费  短信到了   电话不能打怎么回事？,noaccount
充过了还是停机状态,noaccount
在线无法充值,noaccount
昨天欠6块8，充20，今晚显示欠3块3。怎么回事,noaccount
还未到账,noaccount
我缴费就停机,noaccount
昨天充值50还是欠费,noaccount
我有一个和包点子劵怎么不能为本机充值,noaccount
没有停机啊，欠费6元刚都交了话费。,noaccount
为什么话费充了还是说欠费,noaccount
我冲的话费怎么还不到帐,noaccount
"我刚充了40,你查一下我现在欠费没？",noaccount
z怎麼不能充值,noaccount
我的充值话费为什么还没有到账,noaccount
刚停机  冲了话费还剩9元  为什么停机,noaccount
为什么我充的话费没到账？,noaccount
刚才在线交费了18830923350怎么还停机呢,noaccount
为什么我在营业厅交的话费还没到账,noaccount
麻痹，我问你我交费了怎么还是欠费，我手机原本还有余额20,noaccount
为什么我签到的礼品都没到账,noaccount
返还的钱怎么没到账只有短信提醒,noaccount
我冲的10话费没有到,noaccount
电话银行卡交费未到账,noaccount
为什么我早上没有的话费，然后我刚刚交了10块，可是还是欠着十几块,noaccount
帮我查一下。还欠话费吗。刚冲了130元,noaccount
我刚充值了，今天就又说欠费,noaccount
包月套餐费己交，为何还有久费停机,noaccount
我充的话费怎么没有到帐？,noaccount
好的，刚刚充值30马上就到账就是100没到账,noaccount
缴费了没有到,noaccount
提示成功，但没到账,noaccount
刚交的话费就欠费请问是什么原因,noaccount
我是用广西移动APP充的话费未到账,noaccount
在，昨天下午我用这个交了十元话费，可现在还没到账，能查一下是什么原因吗？,noaccount
我先交了50元没到账后交的10元到账了,noaccount
怎么充了话费还是停机啊,noaccount
昨天刚刚交的话费今天怎么又欠费怎么多求解释,noaccount
请问我的话费还没有到帐,noaccount
今天换了一次，提示成功，但没到账。,noaccount
赠送话费未到账,noaccount
我充值了话费，为什么一直都没有到账。,noaccount
我手机今天交话费了，怎么还是停机,noaccount
干嘛现在不能交10块钱话费,noaccount
就是新用户的那个没有到账,noaccount
你好，为什么我刚冲的100块钱。还是欠费,noaccount
你好，缴费记录查询怎么不能用？,noaccount
为什么交了费又欠费,noaccount
我冲的话费怎么还不到账,noaccount
刚才在网上交电话费，怎么没收到短信,noaccount
为什么我昨天早上充三十块钱话费现在还没到账,noaccount
昨晚我为亲密朋友充了话费为什么现在还没到帐,noaccount
我刚才交的话费咋没到账,noaccount
18793303829 充值没到账,noaccount
我刚才给13935512643充值，为啥还没有收到？,noaccount
4月1号欠费，刚交50，为什么现在又欠费?,noaccount
好，欠多少，我现在交,noaccount
如果非正常销号以后办卡只有交三个月欠的套餐费是吗,noaccount
充值后手机欠费的原因,noaccount
我的赠送话费没到账,noaccount
一冲就停机,noaccount
为啥3月份返还的20元没到帐？,noaccount
你好！为什么交了多次电话费，积极一分没有增加,noaccount
我显现充值成功，怎么在套餐上没有显示,noaccount
为什么改的38元的套餐没到账,noaccount
我查看了我原来就欠27元，可是我都交了100元了还说欠费？,noaccount
我的意思是刚才交了怎么余额没显示，还是0,noaccount
冲了话费还是显示欠费,noaccount
前天工作人员说帮我返话费怎么还没有到帐,noaccount
为什么交了话费还是停机,noaccount
手机刚缴费怎么又快欠费，请明示具体费用,noaccount
但是我刚交了费 他用不了,noaccount
可是我月初没交话费的时候这营业厅给我显示只欠费48元啊[em_2],noaccount
我不是已经交了30元话费，为什么还欠费。,noaccount
我不是欠费36块多吗？怎么我充了35还欠4.44,noaccount
为什么充了50还欠18？,noaccount
您好 我今天上午在咱们网站充了话费 到现在没有到账呢,noaccount
我话费为什么没到账？,noaccount
为什么我充值了还不不能打电话,noaccount
我6:48对换大转盘2000兆，为什么还没到账,noaccount
15903251178这个手机交了费怎么还是停机,noaccount
怎么今天冲有六十块钱话费不到帐的,noaccount
为什么话费充值后没有到账,noaccount
我昨天才缴费30.一共才用26，怎么就欠费24,noaccount
我已经充值话费了，怎么还显示欠费n,noaccount
刚才充了20元话费，为什么不到帐？,noaccount
